10a52222-8dc3-4e94-8b7d-bbadbd86d207,2278.5,77.0,-4312.5
10a52222-8dc3-4e94-8b7d-bbadbd86d207,1913.5,72.0,133.5
10a52222-8dc3-4e94-8b7d-bbadbd86d207,-4946.5,67.0,-1493.5
4bb33b38-94a6-4a0a-8d02-10812d10e9af,-4428.5,45.0,1958.5
4bb33b38-94a6-4a0a-8d02-10812d10e9af,-1054.5,41.0,4943.5
3494c7b9-7d0e-4e5d-8bb5-ad560ce7b4f4,1264.5,58.0,3752.5
3494c7b9-7d0e-4e5d-8bb5-ad560ce7b4f4,-6894.5,57.0,3771.5
3494c7b9-7d0e-4e5d-8bb5-ad560ce7b4f4,-1475.5,55.0,-3817.5
